doc_id,question,reference,generated,rougeL,bertscore_f1,f1_facts,has_ref_facts,has_gen_facts,faithful
leader-polozhenie,Какие критерии используются для отбора победителей конкурса?,"Критериями отбора победителей конкурса являются: соответствие тематики проекта и экспертизы Руководителя теме конкурса (теоретические работы по фундаментальной физике); выдающиеся научные достижения Руководителя; актуальность, оригинальность и научная значимость исследовательского проекта, изложенного в заявке; целесообразность привлечения Молодых участников к работе над проектом; наличие у Руководителя и его группы задела по тематике проекта.","<think>

</think>

Критериями отбора победителей конкурса являются: 1) соответствие тематики проекта и экспертизы Руководителя теме конкурса (теоретические работы по фундаментальной физике); 2) выдающиеся научные достижения Руководителя; 3) актуальность, оригинальность и научная значимость исследовательского проекта, изложенного в заявке; 4) целесообразность привлечения Молодых участников к работе над проектом; 5) наличие у Руководителя и его группы задела по тематике проекта.",0.0,0.9431834816932678,0.0,False,True,1
leader-polozhenie,Может ли Молодой участник одновременно участвовать в других конкурсах Фонда?,"Молодой участник имеет возможность одновременно подать заявку на конкурс «PhD student» («Аспирант или молодой учёный без степени») или «Junior PostDoc» («Молодой кандидат наук»). Однако его участие в конкурсе на получение комплексных грантов «Leader» в качестве Молодого участника научной группы будет иметь приоритет. В случае, если заявка на конкурс грантов «Leader» поддержана, то его заявка по конкурсам «PhD student» или «Junior PostDoc» аннулируется.","<think>

</think>

Молодой участник имеет возможность одновременно подать заявку на конкурс «PhD student» или «Junior PostDoc». Однако его участие в конкурсе на получение комплексных грантов «Leader» в качестве Молодого участника научной группы будет иметь приоритет. В случае, если заявка на конкурс грантов «Leader» поддержана, то его заявка по конкурсам «PhD student» или «Junior PostDoc» аннулируется.",0.9090909090909092,0.8818401098251343,1.0,False,False,1
leader-polozhenie,Перечислите этапы подачи заявки на конкурс,"1. Руководитель от имени научной группы подаёт заявку установленного образца (Приложение №1 к Конкурсной документации), которая заполняется на русском и английском языках. 2. Каждый Молодой участник заполняет заявку-согласие установленного образца (Приложение №2 к Конкурсной документации) на русском и английском языках. 3. Полный комплект заявки (заявка Руководителя и заявки-согласия Молодых участников) направляется в Фонд в электронном (на адрес электронной почты leader@basis-foundation.ru) и печатном виде (почтой по адресу: 121170, г. Москва, Кутузовский проспект, дом 36, строение 23).","<think>

</think>

Заявка предоставляется в электронном виде в формате PDF на адрес электронной почты leader@basis-foundation.ru с темой письма «Leader» до 23:59 (время московское) 5 апреля 2017 г. Полный комплект заявки состоит из заявки Руководителя и заявок-согласий каждого Молодого участника и направляется в Фонд в электронном и печатном виде.",0.4166666666666667,0.7333276867866516,0.2,True,True,1
leader-polozhenie,Каковы требования к публикациям для Руководителя?,Руководитель должен иметь не менее 11 (одиннадцати) публикаций в зарубежных научных журналах с импакт-фактором выше 1 или российских журналах с импакт-фактором выше 0.5 (за период с 1 января 2010 г. до момента подачи заявки).,"<think>

</think>

Руководитель должен иметь не менее 10 публикаций в зарубежных научных журналах с импакт-фактором выше 1 или российских журналах с импакт-фактором выше 0.5 (за период с 1 января 2014 г. до момента подачи заявки) в случае, если степень магистра или диплом о высшем образовании были получены им не ранее 5 апреля 2016 г.",0.5,0.8793497681617737,0.4,True,True,0
leader-polozhenie,Какой размер индивидуального гранта предусмотрен для Руководителя и Молодых участников?,Размер индивидуального гранта составляет: 50 000 (пятьдесят) тысяч рублей в месяц для Руководителя; 35 000 (тридцать пять) тысяч рублей в месяц для Молодого участника — кандидата наук; 25 000 (двадцать пять) тысяч рублей в месяц для Молодого участника — соискателя; 15 000 (пятнадцать) тысяч рублей в месяц для Молодого участника — студента. Указанные суммы подлежат выплате после уплаты НДФЛ.,"<think>

</think>

Размер индивидуального гранта участника научной группы определяется его статусом и составляет: 50 000 (пятьдесят) тысяч рублей в месяц (указана сумма, подлежащая выплате после уплаты НДФЛ) для Руководителя; 35 000 (тридцать пять) тысяч рублей в месяц для Молодого участника — кандидата наук; 25 000 (двадцать пять) тысяч рублей в месяц для Молодого участника — соискателя; 15 000 (пятнадцать) тысяч рублей в месяц для Молодого участника — студента.",0.888888888888889,0.8394655585289001,1.0,True,True,1
leader-polozhenie,Какие ограничения установлены на количество Молодых участников в научной группе?,"В составе научной группы среди Молодых участников должно быть не более 1 (одного) кандидата наук, не более 2 (двух) аспирантов или молодых учёных без степени и не более 3 (трёх) студентов. Общее минимально допустимое количество молодых участников — 2 человека, максимальное — 4 человека.","<think>

</think>

В составе научной группы среди Молодых участников должно быть не более 1 (одного) кандидата наук, не более 2 (двух) аспирантов или молодых учёных без степени и не более 3 (трёх) студентов. Общее минимально допустимое количество молодых участников — 2 человека, максимальное — 4 человека.",0.8333333333333333,0.9589427709579468,1.0,True,True,1
13dkhp9ggeccv3c8yziybanwooyq4n69,Какой максимальный срок реализации проекта с возможностью продления?,Проект реализуется с момента подведения итогов конкурса по 30 июня 2028 года с последующим возможным продлением на один или два года.,"<think>

</think>

Срок реализации проекта — до 30 июня 2028 года, с возможностью продления срока на один год при наличии неиспользованного финансирования.",0.6666666666666666,0.7424049377441406,1.0,True,True,0
13dkhp9ggeccv3c8yziybanwooyq4n69,Каков диапазон размера гранта Фонда в год?,Размер гранта Фонда составляет от 5 (Пяти) до 8 (Восьми) миллионов рублей в год.,"<think>

</think>

От 5 до 8 миллионов рублей в год.",0.6666666666666666,0.6989588141441345,1.0,True,True,1
13dkhp9ggeccv3c8yziybanwooyq4n69,Какие требования предъявляются к доходу квалифицированного заказчика?,"Доход квалифицированного заказчика, полученный от осуществления предпринимательской деятельности в 2024 году, должен превышать 800 млн рублей.","<think>

</think>

Доход квалифицированного заказчика, полученный от осуществления предпринимательской деятельности в 2024 году, должен превышать 800 млн рублей.",0.6666666666666666,0.9363002181053162,1.0,True,True,1
13dkhp9ggeccv3c8yziybanwooyq4n69,Может ли руководитель проекта одновременно участвовать в других проектах Фонда?,"Руководитель проекта имеет право в качестве руководителя подать только одну заявку для участия в данном конкурсе. Однако он может участвовать в качестве исполнителя в других проектах. Также руководитель проекта может руководить проектами, предоставленными квалифицированному заказчику, и одним проектом, отобранным Фондом при проведении скоординированных с иностранными партнёрами конкурсов.","<think>

</think>

Руководитель проекта может одновременно дополнительно руководить проектами, предоставленными квалифицированным заказчиком, одним проектом, отобранным Фондом при проведении скоординированных с иностранными партнёрами конкурсов, и участвовать в одном проекте Фонда в качестве исполнителя. Количество иных проектов, в заявках по которым он участвует в качестве исполнителя, не ограничено.",0.0,0.8242864012718201,1.0,False,False,1
13dkhp9ggeccv3c8yziybanwooyq4n69,Какие обязательства принимает на себя научный коллектив при получении гранта?,"Научный коллектив обязуется: 1) создать в интересах квалифицированного заказчика в соответствии с Технологическим предложением определённое количество прототипов; 2) достичь дополнительные результаты реализации проекта, предусмотренные требованиями квалифицированного заказчика (при наличии); 3) при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда и квалифицированного заказчика; 4) согласиться с опубликованием Фондом, квалифицированным заказчиком аннотаций проекта и соответствующих отчётов о выполнении проекта; 5) согласиться на осуществление Фондом, квалифицированным заказчиком, Министерством науки и высшего образования Российской Федерации и органами государственного финансового контроля обязательных проверок соблюдения получателем гранта условий, целей и порядка его предоставления.","<think>

</think>

Научный коллектив принимает на себя следующие обязательства: создать в интересах квалифицированного заказчика в соответствии с технологическим предложением определённое количество прототипов; достичь дополнительные результаты реализации проекта, предусмотренные требованиями квалифицированного заказчика (при наличии); при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда и квалифицированного заказчика; согласиться с опубликованием Фондом аннотаций проекта и соответствующих отчётов о выполнении проекта, в том числе в информационно-телекоммуникационной сети «Интернет», а также с использованием Фондом в некоммерческих целях представляемых в Фонд материалов, в том числе содержащих результаты выполнения проекта.",0.0,0.8695210218429565,0.0,True,False,1
13dkhp9ggeccv3c8yziybanwooyq4n69,Каким образом и до какого срока необходимо представить Технологическое предложение в Фонд?,"Технологическое предложение необходимо представить через информационно-аналитическую систему Фонда (ИАС) в информационно-телекоммуникационной сети «Интернет» по адресу https://ias.rscf.ru не позднее 17 часов 00 минут (по московскому времени) 30 июня 2025 г. в виде электронного документа, подписанного простой или квалифицированной электронной подписью уполномоченного работника квалифицированного заказчика.","<think>

</think>

Технологическое предложение необходимо представить через информационно-аналитическую систему Фонда (ИАС) в информационно-телекоммуникационной сети «Интернет» по адресу https://ias.rscf.ru. Не позднее 17 часов 00 минут (по московскому времени) 30 июня 2025 г. квалифицированный заказчик представляет технологическое предложение в соответствии с действующим соглашением об ЭП.",0.888888888888889,0.8606128096580505,1.0,True,True,1
13dkhp9ggeccv3c8yziybanwooyq4n69,Какие организации могут выступать в роли квалифицированного заказчика?,"В качестве квалифицированного заказчика могут выступать российские крупные промышленные предприятия или научно-производственные комплексы (центры), действующие в реальном секторе экономики. При этом в уставном (складочном) капитале таких организаций доля прямого или косвенного (через третьих лиц) участия офшорных компаний в совокупности не должна превышать 25 процентов, а прибыль в предыдущий трёхлетний период должна составлять не менее предполагаемого максимального размера софинансирования в период реализации проекта.","<think>

</think>

В качестве квалифицированного заказчика могут выступать российские крупные промышленные предприятия или научно-производственные комплексы (центры), действующие в реальном секторе экономики. Доход квалифицированного заказчика, полученный от осуществления предпринимательской деятельности в 2024 году, должен превышать 800 млн рублей.",0.0,0.8048317432403564,0.0,True,True,1
13dkhp9ggeccv3c8yziybanwooyq4n69,Какие условия должны быть соблюдены для продления срока выполнения проекта?,"Продление срока выполнения проекта возможно только для проектов, срок реализации которых составляет три года. Конкурс на продление сроков выполнения проектов, поддержанных грантами Российского научного фонда, может быть объявлен при достаточности имущества Российского научного фонда.","<think>

</think>

Продление срока выполнения проекта возможно только для проектов, срок реализации которых составляет три года. Конкурс на продление сроков выполнения проектов, поддержанных грантами Российского научного фонда, может быть объявлен при достаточности имущества Российского научного фонда.",0.0,0.9592245817184448,1.0,False,False,1
8awata3brinug7xljay7hvbejus0a2zz,Какой срок действия гранта РНФ?,Грант выделяется с момента подведения итогов конкурса по 30 июня 2025 года с последующим возможным продлением срока выполнения проекта на один или два года.,"<think>

</think>

Грант выделяется с момента подведения итогов конкурса по 30 июня 2025 года с последующим возможным продлением срока выполнения проекта на один или два года.",0.6666666666666666,0.9362042546272278,1.0,True,True,1
8awata3brinug7xljay7hvbejus0a2zz,Каков размер ежегодного гранта РНФ?,Размер одного гранта составляет от 3 (Трёх) до 6 (Шести) миллионов рублей ежегодно.,"<think>

</think>

Размер одного гранта составляет от 3 (Трёх) до 6 (Шести) миллионов рублей ежегодно.",0.6666666666666666,0.9164789319038392,1.0,True,True,1
8awata3brinug7xljay7hvbejus0a2zz,Какие требования предъявляются к руководителю проекта?,"Руководитель проекта должен быть кандидатом или доктором наук в возрасте до 35 лет включительно на момент истечения срока подачи заявки, иметь не менее пяти различных публикаций, содержащих результаты исследований по тематике проекта, в рецензируемых российских и зарубежных научных изданиях, индексируемых в базах данных Web of Science Core Collection или Scopus, опубликованных в период с 1 января 2017 года до даты подачи заявки.","<think>

</think>

Руководитель проекта должен быть кандидатом или доктором наук в возрасте до 35 лет включительно на момент истечения срока подачи заявки. Он должен состоять в трудовых отношениях с организацией, при этом трудовой договор с руководителем проекта не может быть договором о дистанционной работе. Также руководитель проекта должен иметь не менее пяти различных публикаций, содержащих результаты исследований по тематике проекта, в рецензируемых российских и зарубежных научных изданиях, индексируемых в базах данных «Сеть науки» (Web of Science Core Collection) или «Скопус» (Scopus), опубликованных в период с 1 января 2017 года до даты подачи заявки.",0.9,0.884891927242279,1.0,True,True,1
8awata3brinug7xljay7hvbejus0a2zz,Каковы требования к составу научного коллектива?,"Доля членов научного коллектива, непосредственно занятых выполнением научных исследований, в возрасте до 39 лет включительно, в общей численности членов научного коллектива должна составлять не менее 70 процентов в течение всего периода практической реализации проекта. Общее число членов научного коллектива (вместе с руководителем проекта) не может превышать 8 человек.","<think>

</think>

Доля членов научного коллектива, непосредственно занятых выполнением научных исследований, в возрасте до 39 лет включительно, в общей численности членов научного коллектива должна составлять не менее 70 процентов в течение всего периода практической реализации проекта. Общее число членов научного коллектива (вместе с руководителем проекта) не может превышать 8 человек.",0.7499999999999999,0.9572876691818236,1.0,True,True,1
8awata3brinug7xljay7hvbejus0a2zz,Какие обязательства берёт на себя научный коллектив при получении гранта?,"Научный коллектив обязуется: сделать результаты своих научных исследований общественным достоянием, опубликовав их в рецензируемых российских и зарубежных научных изданиях; опубликовать в ходе практической реализации проекта не менее восьми публикаций в изданиях, индексируемых в Web of Science Core Collection или Scopus; при обнародовании результатов любой научной работы указать на получение финансовой поддержки от Фонда и аффилиацию с организацией; согласиться с опубликованием Фондом аннотаций проекта и отчётов о выполнении проекта, в том числе в интернете; согласиться с возможным проведением международной экспертизы заявки и с использованием Фондом материалов в некоммерческих целях.","<think>

</think>

Научный коллектив обязуется: 1) сделать результаты своих совместных с зарубежным научным коллективом научных исследований общественным достоянием, опубликовав их в рецензируемых российских и зарубежных научных изданиях; 2) опубликовать в ходе практической реализации проекта Фонда в рецензируемых российских и зарубежных научных изданиях, индексируемых в базах данных «Сеть науки» (Web of Science Core Collection) или «Скопус» (Scopus), не менее восьми публикаций, содержащих результаты исследований по проекту; 3) при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда и аффилиацию с организацией; 4) согласиться с опубликованием Фондом аннотаций проекта и соответствующих отчётов о выполн",0.6666666666666666,0.8111889958381653,0.0,False,True,1
8awata3brinug7xljay7hvbejus0a2zz,Как происходит процесс подачи заявки на грант РНФ?,"Заявка представляется через Информационно-аналитическую систему Фонда (ИАС) в виде электронного документа, подписанного простыми электронными подписями основных исполнителей проекта, руководителя проекта и уполномоченного сотрудника организации. Цикл оформления заявки включает регистрацию руководителя проекта и до трёх основных членов научного коллектива, заполнение сведений в ИАС, подписание заявки и регистрацию заявки в ИАС. Заявка должна быть зарегистрирована в ИАС не позднее 17:00 (по московскому времени) 10 февраля 2022 года.","<think>

</think>

Заявка представляется в Фонд на русском языке, отдельные поля форм заявки заполняются на английском языке (только там, где это специально указано). Печатный экземпляр заявки должен быть представлен в Фонд при подписании соглашения между Российским научным фондом, руководителем проекта и организацией о предоставлении гранта на проведение фундаментальных научных исследований и поисковых научных исследований. Заявка должна быть зарегистрирована в ИАС уполномоченным сотрудником организации не позднее 17:00 (по московскому времени) 10 февраля 2022 года.",0.8,0.7588304877281189,1.0,True,True,1
