filename,original_pdf,pages,size_chars,type,preview
70ea4fad867c22b1a6d3e837d8bb3c6d.txt,70ea4fad867c22b1a6d3e837d8bb3c6d.pdf,31,75494,конкурсная_документация,=== Страница 1 ===
2a7hv2cs9k7rw9w3a3uay2cf2kcly3ge.txt,2a7hv2cs9k7rw9w3a3uay2cf2kcly3ge.pdf,25,64854,конкурсная_документация,=== Страница 1 ===
zfqtad44pa6suim659iw461f27i4681h.txt,zfqtad44pa6suim659iw461f27i4681h.pdf,123,320463,конкурсная_документация,=== Страница 1 ===
0ahxw6xesoo1k5la83g2e8htp1igd192.txt,0ahxw6xesoo1k5la83g2e8htp1igd192.pdf,27,81895,конкурсная_документация,=== Страница 1 ===
conversion_log.txt,conversion_log.pdf,1,49332,прочий_документ,УСПЕХ: /Users/macbook/PycharmProjects/PythonProject/grant_ai_assistant/data/raw_pdfs/54w2egacukwpz7qy3n5gbo9e2w62ujza.pdf -> /Users/macbook/PycharmProjects/PythonProject/grant_ai_assistant/data/proces
tyly7rv4h6ov9pm1hvcmifl1eosx8vua.txt,tyly7rv4h6ov9pm1hvcmifl1eosx8vua.pdf,137,368358,конкурсная_документация,=== Страница 1 ===
jxp4u2vvnudbcsncalywac4oy6bqd3x7.txt,jxp4u2vvnudbcsncalywac4oy6bqd3x7.pdf,32,100267,конкурсная_документация,=== Страница 1 ===
54misbe3adxql4k1h3vea4kq5zf1zb27.txt,54misbe3adxql4k1h3vea4kq5zf1zb27.pdf,21,61957,конкурсная_документация,=== Страница 1 ===
1u3ok9ockwwwqvwbsv9a0q8l98j2y8yu.txt,1u3ok9ockwwwqvwbsv9a0q8l98j2y8yu.pdf,85,219769,конкурсная_документация,=== Страница 1 ===
a75c02c1bb8a84d80e2bae6858e5ba32.txt,a75c02c1bb8a84d80e2bae6858e5ba32.pdf,32,80611,конкурсная_документация,=== Страница 1 ===
f881b102179d7aea6e1a3249b180891a.txt,f881b102179d7aea6e1a3249b180891a.pdf,13,68284,конкурсная_документация,=== Страница 1 ===
foxm94y3i0v4awhy1i33081scqkdtkw0.txt,foxm94y3i0v4awhy1i33081scqkdtkw0.pdf,30,92152,конкурсная_документация,=== Страница 1 ===
zz9wjzwynup1j12ujl4kr7j1x7bqj6yj.txt,zz9wjzwynup1j12ujl4kr7j1x7bqj6yj.pdf,23,69990,конкурсная_документация,=== Страница 1 ===
k5u4fu60sqkgdyh2bse0366cv5brmb14.txt,k5u4fu60sqkgdyh2bse0366cv5brmb14.pdf,29,95645,конкурсная_документация,=== Страница 1 ===
86efff892563954c7601c19ccf89d9eb.txt,86efff892563954c7601c19ccf89d9eb.pdf,17,44875,конкурсная_документация,=== Страница 1 ===
b6536a82b73eba755d3c9c7e0e56a7d5.txt,b6536a82b73eba755d3c9c7e0e56a7d5.pdf,18,44023,конкурсная_документация,=== Страница 1 ===
5ws4gzfs82rgpcy40468zj0dv36rtew5.txt,5ws4gzfs82rgpcy40468zj0dv36rtew5.pdf,33,82628,конкурсная_документация,=== Страница 1 ===
74e6rxeg7h35iy2h5btl0qm14thcz0rv.txt,74e6rxeg7h35iy2h5btl0qm14thcz0rv.pdf,56,169280,конкурсная_документация,=== Страница 1 ===
98sg7y1cszz7h2ahj7i5vv7ypfa3xs55.txt,98sg7y1cszz7h2ahj7i5vv7ypfa3xs55.pdf,78,192261,конкурсная_документация,=== Страница 1 ===
vihvlozhpedg3sl24qu1zx2so2ifcucy.txt,vihvlozhpedg3sl24qu1zx2so2ifcucy.pdf,100,256582,конкурсная_документация,=== Страница 1 ===
5hy4f9s9g6jer027q6qib29gnr8z3bnt.txt,5hy4f9s9g6jer027q6qib29gnr8z3bnt.pdf,28,84805,конкурсная_документация,=== Страница 1 ===
sgf2ri0vyuztifnbzgxqp6awwwb4hwat.txt,sgf2ri0vyuztifnbzgxqp6awwwb4hwat.pdf,28,86822,конкурсная_документация,=== Страница 1 ===
ecdpt6axejosfu4uq2scrbsokj1c243r.txt,ecdpt6axejosfu4uq2scrbsokj1c243r.pdf,31,83624,конкурсная_документация,=== Страница 1 ===
09wme031rc2wicoevcbwhq234fuumr9r.txt,09wme031rc2wicoevcbwhq234fuumr9r.pdf,22,63670,конкурсная_документация,=== Страница 1 ===
leaders-polozhenie-2019.txt,leaders-polozhenie-2019.pdf,15,35339,конкурсная_документация,=== Страница 1 ===
a49c6e2f3310169bd68ae3265f555252.txt,a49c6e2f3310169bd68ae3265f555252.pdf,23,60608,конкурсная_документация,=== Страница 1 ===
981d7538bd9738cf1f82dc857ef70215.txt,981d7538bd9738cf1f82dc857ef70215.pdf,27,69986,конкурсная_документация,=== Страница 1 ===
7266of0goov4ykrxy7lqzohsxsm9fvol.txt,7266of0goov4ykrxy7lqzohsxsm9fvol.pdf,30,96145,конкурсная_документация,=== Страница 1 ===
0l5a31u5omqszfxnplcm2658ov4chatn.txt,0l5a31u5omqszfxnplcm2658ov4chatn.pdf,33,88439,конкурсная_документация,=== Страница 1 ===
2763465745075a48a4c3c688a1543b0b.txt,2763465745075a48a4c3c688a1543b0b.pdf,20,59966,конкурсная_документация,=== Страница 1 ===
f985xk95uk352rnl7d2guv812ndifv14.txt,f985xk95uk352rnl7d2guv812ndifv14.pdf,24,73420,конкурсная_документация,=== Страница 1 ===
74b7294b83f59d834dc0436a00df587b.txt,74b7294b83f59d834dc0436a00df587b.pdf,20,52936,конкурсная_документация,=== Страница 1 ===
leaders-polozhenie-2018.txt,leaders-polozhenie-2018.pdf,14,31182,конкурсная_документация,=== Страница 1 ===
de9afbb3142587125cca5c45c85c7e82.txt,de9afbb3142587125cca5c45c85c7e82.pdf,28,76844,конкурсная_документация,=== Страница 1 ===
5asdbcqacxz0zpsy2s6qjtnz7wjkrgqi.txt,5asdbcqacxz0zpsy2s6qjtnz7wjkrgqi.pdf,23,70941,конкурсная_документация,=== Страница 1 ===
6b588aa921ec0008657cb728cfce508d.txt,6b588aa921ec0008657cb728cfce508d.pdf,21,57439,конкурсная_документация,=== Страница 1 ===
ea24f5242caaa34967bba196a4e13449.txt,ea24f5242caaa34967bba196a4e13449.pdf,33,85388,конкурсная_документация,=== Страница 1 ===
21724d081eb4889528d8f60528619cc1.txt,21724d081eb4889528d8f60528619cc1.pdf,22,65097,конкурсная_документация,=== Страница 1 ===
4a2be25626609e594edc147261ef747d.txt,4a2be25626609e594edc147261ef747d.pdf,21,60985,конкурсная_документация,=== Страница 1 ===
8awata3brinug7xljay7hvbejus0a2zz.txt,8awata3brinug7xljay7hvbejus0a2zz.pdf,23,66122,конкурсная_документация,=== Страница 1 ===
d7ozbtjnoszo0cjcdm1dt1ukfxubv4xs.txt,d7ozbtjnoszo0cjcdm1dt1ukfxubv4xs.pdf,24,69234,конкурсная_документация,=== Страница 1 ===
dafb54fa63526fda41dc1deb690dd84a.txt,dafb54fa63526fda41dc1deb690dd84a.pdf,32,76625,конкурсная_документация,=== Страница 1 ===
Положение о конкурсе 15012026 (4).txt,Положение о конкурсе 15012026 (4).pdf,21,41935,конкурсная_документация,=== Страница 1 ===
gevq95rnuk10flfi4akhca2hmk120jb2.txt,gevq95rnuk10flfi4akhca2hmk120jb2.pdf,130,332582,конкурсная_документация,=== Страница 1 ===
e0e793f2d674ff0a4ff7258d65d6d3eb.txt,e0e793f2d674ff0a4ff7258d65d6d3eb.pdf,22,53836,конкурсная_документация,=== Страница 1 ===
2tdyynxml8k4udjoyeo439iyuc5jneim.txt,2tdyynxml8k4udjoyeo439iyuc5jneim.pdf,101,228082,конкурсная_документация,=== Страница 1 ===
leader-polozhenie.txt,leader-polozhenie.pdf,14,25957,конкурсная_документация,=== Страница 1 ===
cpgz2j07avd690b8sv0s21rxpuypsq9t.txt,cpgz2j07avd690b8sv0s21rxpuypsq9t.pdf,38,105055,конкурсная_документация,=== Страница 1 ===
g130433gcgh4pmwuyy99k74f3n0u3088.txt,g130433gcgh4pmwuyy99k74f3n0u3088.pdf,30,93223,конкурсная_документация,=== Страница 1 ===
b039910323ead164759daa0e05ccafee.txt,b039910323ead164759daa0e05ccafee.pdf,27,73483,конкурсная_документация,=== Страница 1 ===
5fqhsxirzo8b3s7xsukssg8sbsz05b38.txt,5fqhsxirzo8b3s7xsukssg8sbsz05b38.pdf,113,227596,конкурсная_документация,=== Страница 1 ===
rrbz1wdgvoqk16c3qpailriwxdzv12ax.txt,rrbz1wdgvoqk16c3qpailriwxdzv12ax.pdf,25,73857,конкурсная_документация,=== Страница 1 ===
uj3iqyzj0lo97pukiu7w0wfo5i9039ad.txt,uj3iqyzj0lo97pukiu7w0wfo5i9039ad.pdf,34,87648,конкурсная_документация,=== Страница 1 ===
1e48gauast9od2dlz391rgff08macrpb.txt,1e48gauast9od2dlz391rgff08macrpb.pdf,23,66687,конкурсная_документация,=== Страница 1 ===
962ef831d13fbf5a11e3d20a08a6ac00.txt,962ef831d13fbf5a11e3d20a08a6ac00.pdf,18,50427,конкурсная_документация,=== Страница 1 ===
949xjkrum3gbt1yude4p9ejcfpxa1rvd.txt,949xjkrum3gbt1yude4p9ejcfpxa1rvd.pdf,65,168331,конкурсная_документация,=== Страница 1 ===
qeog2e9ji1pgoqf5jf3v2kk9w56tn53p.txt,qeog2e9ji1pgoqf5jf3v2kk9w56tn53p.pdf,54,139884,конкурсная_документация,=== Страница 1 ===
dafd705cd3a333282f163441d4c56d01.txt,dafd705cd3a333282f163441d4c56d01.pdf,20,49784,конкурсная_документация,=== Страница 1 ===
6slrognttgg8ll5xlr85xfu7z21mf41v.txt,6slrognttgg8ll5xlr85xfu7z21mf41v.pdf,26,76141,конкурсная_документация,=== Страница 1 ===
8c7c0c8a1d7088fce8e5b432af798a98.txt,8c7c0c8a1d7088fce8e5b432af798a98.pdf,19,43966,конкурсная_документация,=== Страница 1 ===
yq1jeheer7g1g37v5ow6g0gvblglzgta.txt,yq1jeheer7g1g37v5ow6g0gvblglzgta.pdf,25,56672,конкурсная_документация,=== Страница 1 ===
kni7rqltbbpnl9sqneukswr0c6fhx83r.txt,kni7rqltbbpnl9sqneukswr0c6fhx83r.pdf,59,154883,конкурсная_документация,=== Страница 1 ===
a7b38318f891384ca9aaf7d0cccf6cd1.txt,a7b38318f891384ca9aaf7d0cccf6cd1.pdf,22,58472,конкурсная_документация,=== Страница 1 ===
r44wr4fgjqlim41ixq311xl8l47m7agg.txt,r44wr4fgjqlim41ixq311xl8l47m7agg.pdf,36,94542,конкурсная_документация,=== Страница 1 ===
mbr06upj3ymxkolybuk61tu4gxccdt5u.txt,mbr06upj3ymxkolybuk61tu4gxccdt5u.pdf,28,79110,конкурсная_документация,=== Страница 1 ===
25a78a3f78db88205e442ac69fa3313c.txt,25a78a3f78db88205e442ac69fa3313c.pdf,18,42108,конкурсная_документация,=== Страница 1 ===
22922c914a6d412443e8f788bd535cb0.txt,22922c914a6d412443e8f788bd535cb0.pdf,18,43074,конкурсная_документация,=== Страница 1 ===
beqbof6kuf3sew6fxj7i43rps3e20w5e.txt,beqbof6kuf3sew6fxj7i43rps3e20w5e.pdf,99,250951,конкурсная_документация,=== Страница 1 ===
g9zz5af23g84q7zltaxfw38nafqfhq7e.txt,g9zz5af23g84q7zltaxfw38nafqfhq7e.pdf,34,88008,конкурсная_документация,=== Страница 1 ===
5ba1za59q8nuwreoxa3nbf4yh8v0lnm4.txt,5ba1za59q8nuwreoxa3nbf4yh8v0lnm4.pdf,27,79519,конкурсная_документация,=== Страница 1 ===
0kpdogb8f2h8m3lnsk4f71lecw7swlxb.txt,0kpdogb8f2h8m3lnsk4f71lecw7swlxb.pdf,33,89242,конкурсная_документация,=== Страница 1 ===
w7p24920y0sh3xjvpqoberrdsq0qw17z.txt,w7p24920y0sh3xjvpqoberrdsq0qw17z.pdf,157,338346,конкурсная_документация,=== Страница 1 ===
0rgd1myftqp3qkct0zdl6nbq4pi692cd.txt,0rgd1myftqp3qkct0zdl6nbq4pi692cd.pdf,20,57383,конкурсная_документация,=== Страница 1 ===
e9402c8e9317ba221f5ec11f37df2389.txt,e9402c8e9317ba221f5ec11f37df2389.pdf,28,74329,конкурсная_документация,=== Страница 1 ===
ee4ybwk1274zwv1hor2f7vbtwl3v4uam.txt,ee4ybwk1274zwv1hor2f7vbtwl3v4uam.pdf,107,197526,конкурсная_документация,=== Страница 1 ===
7zol01t00ptf20uqd97qpyiexumo31vh.txt,7zol01t00ptf20uqd97qpyiexumo31vh.pdf,27,79566,конкурсная_документация,=== Страница 1 ===
422fad64ba5cf52e5bc286471fe8dd9e.txt,422fad64ba5cf52e5bc286471fe8dd9e.pdf,27,68495,конкурсная_документация,=== Страница 1 ===
t6qzi8nmuujusfcbx6aihc6nq8sq87be.txt,t6qzi8nmuujusfcbx6aihc6nq8sq87be.pdf,87,228656,конкурсная_документация,=== Страница 1 ===
92a4f3da9ab8717c6a69cde0bd6ddef2.txt,92a4f3da9ab8717c6a69cde0bd6ddef2.pdf,2,5127,прочий_документ,=== Страница 1 ===
1m7th3hn0t4cwxtypzfz5c5nngcxzybf.txt,1m7th3hn0t4cwxtypzfz5c5nngcxzybf.pdf,26,77696,конкурсная_документация,=== Страница 1 ===
66bc58556eb04820a2d0bad2c1c071d9.txt,66bc58556eb04820a2d0bad2c1c071d9.pdf,15,32570,конкурсная_документация,=== Страница 1 ===
zgm68cevv2gra8stv2ff5anzawjc3gt1.txt,zgm68cevv2gra8stv2ff5anzawjc3gt1.pdf,64,159902,конкурсная_документация,=== Страница 1 ===
cslte6r4x5jte9dpmy5oe270ghgnh9mr.txt,cslte6r4x5jte9dpmy5oe270ghgnh9mr.pdf,154,407202,конкурсная_документация,=== Страница 1 ===
r24ebl0sg2ve2n5ygvr3jqxzjo7dd50d.txt,r24ebl0sg2ve2n5ygvr3jqxzjo7dd50d.pdf,122,328427,конкурсная_документация,=== Страница 1 ===
2w2hqgb0hwi7i1ker7gnwahfkf7zzme0.txt,2w2hqgb0hwi7i1ker7gnwahfkf7zzme0.pdf,57,168924,конкурсная_документация,=== Страница 1 ===
a073c58f664baab720e15596ba228ba9.txt,a073c58f664baab720e15596ba228ba9.pdf,17,42669,конкурсная_документация,=== Страница 1 ===
e14343dfb54be4ea6204f550e0cbb8cf.txt,e14343dfb54be4ea6204f550e0cbb8cf.pdf,34,78614,конкурсная_документация,=== Страница 1 ===
edvr4ufwv5zh72zrpiplz60e2rtwethf.txt,edvr4ufwv5zh72zrpiplz60e2rtwethf.pdf,29,78959,конкурсная_документация,=== Страница 1 ===
24fbfc42228dcdfb84b1e750be3ff934.txt,24fbfc42228dcdfb84b1e750be3ff934.pdf,19,50992,конкурсная_документация,=== Страница 1 ===
vwflrjkk179osvorjaz9l7vtsoiq6465.txt,vwflrjkk179osvorjaz9l7vtsoiq6465.pdf,41,128075,конкурсная_документация,=== Страница 1 ===
Объявление 15012026 (1).txt,Объявление 15012026 (1).pdf,4,9855,конкурсная_документация,=== Страница 1 ===
eq7je08td444ator1uh0lsq14c56rgkc.txt,eq7je08td444ator1uh0lsq14c56rgkc.pdf,21,56627,конкурсная_документация,=== Страница 1 ===
gum3lyvqplkytum5nid4u2bkpwraqw3f.txt,gum3lyvqplkytum5nid4u2bkpwraqw3f.pdf,32,82709,конкурсная_документация,=== Страница 1 ===
36705bc4104fd791ecb708dfb8bad72b.txt,36705bc4104fd791ecb708dfb8bad72b.pdf,23,62476,конкурсная_документация,=== Страница 1 ===
4b35db28dbdd257b85fe363513e85ea0.txt,4b35db28dbdd257b85fe363513e85ea0.pdf,31,77925,конкурсная_документация,=== Страница 1 ===
cc32473956d784ab459f0eb4601acc00.txt,cc32473956d784ab459f0eb4601acc00.pdf,27,71672,конкурсная_документация,=== Страница 1 ===
